Clean_Content,0
hello mastodon world i am a newbie here and looking for folks interested in digitalepigraphy epigraphy archaeology ancienthistory longduree openscience fairdata i am a postdoc at aarhus university denmark johannes gutenberg university in mainz germany working on ancient greek and latin inscriptions and the messages they convey about the ancient mediterranean communities i work primarily in r and believe in fair and open science find me on github as petrifiedvoices,Veranstaltung
hey there did someone say standardization fairdata and hpc check our our community work on productive data compatibility leveraging leading hpc file formats such as adios and hdf https www openpmd orghttps github com openpmd,Veranstaltung
newspecies polycarpaea barbellataa newly discovered caryophyllaceae from indiatreatment http treatment plazi org id d da c cdoriginal paper http doi org phytokeys phytokeys fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new forest lizard from hispaniola just scurried by guarocuyus jaraguanusholotype museo natural rdtreatment http treatment plazi org id f c e ff e ff f coriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation herpetology lizard,Publikation
newspecies new triassic crown squamate just surfaced on fossilfridaycryptovaranoides microlaniusholotype nhm londontreatment http treatment plazi org id e ffb e fcfa a caceoriginal paper http doi org sciadv abq sciencemagazine fairdata biodiversity nature triassic,Publikation
i am happy to share our researchdataalliance professionalising data stewardship ig report about current models of data stewardship the report includes the findings of our autumn global survey that sought to understand better the approaches organizations are currently taking to datastewardship report is available here https doi org rda researchdatamanagement fairdata openscience,Veranstaltung
the call for submissions for the iassist conference in philadelphia is still ongoing and the deadline for submissions is postponed to december we invite all submissions related to making social science data accessible we encourage submissions related to our theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism diversity researchdatamanagement https iassistdata org conferences ia,Veranstaltung
seeing these presentations where folks talk explicitly about how they re implementing fair principles are really helpful there are a lot of ways to get to fairdata so understanding the way different organizations approach it helps inject new ideas into the conversation,Veranstaltung
this paper anouncement on resdatall blog romain david erinha ri in scireports eosclife an iterative and interdisciplinary categorisation process towards fairer digital resources for sensitive life sciences data semantic fairdata sensitive https doi org s zhttps www rd alliance org blogs eosc life paper interdisciplinary semantic between life science research infrastructures html,Veranstaltung
the dutch research council has announced three exciting job openings within the new openscience regieorgaan to help take a huge leap forward in funding for citizenscience openaccess and fairdata who will help us make the change from inside the system https www nwo nl vacatures promovendi beleidsmedewerker,Veranstaltung
newspecies a newly discovered fungus from india for fungifriday coprinopsis minutatreatment http treatment plazi org id dad ffe ff b fb a a fc original paper http doi org phytotaxa phytotaxa fairdata nature conservation fungi,Publikation
merry fishmas newspecies new sisorid catfish from india just swam by exostoma dhritiaetreatment http treatment plazi org id e ff b ec e a doriginal paper http doi org zootaxa zootaxa fairdata nature conservation ichthyology teamfish,Publikation
newspecies new gecko from thailand just clambered in cyrtodactylus kochangensistreatment http treatment plazi org id df b bbb c ebcd original paper http doi org zookeys zookeys fairdata biodiversity conservation,Publikation
corallocoris xishaensiscollected in in hainan province chinadescribed and published in zootaxa in treatment added to treatmentbank http treatment plazi org id c ffc cb ff afd c daand mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
for inspiration this afternoon i am watching humanities and fair data open for you a full webinar on research data and fair principles in humanities projects specifically https youtube com watch v eyhekc kko very useful so far fairdata opendata humanities,Veranstaltung
golub fdm chemistry nfdi researchdatamanagement openbis is used a lot within eth zurich as it was created here and support is excellent it is free to use and mainly geared towards life science research it was originally developed as a lims for omics research and the eln was put on top of it at some point it does not support chemical structures or stoichiometry so it is not used by synthetic groups it offers a lot of functionally for adding meta data and linking data numerous groups from pharmaceutical science all branches of life science biologically oriented chemistry and even from chemical engineering are using it https openbis ch fairdata openscience eln,Veranstaltung
